formula,sym_val,ehull_c2db,decomp_energy_m2,gap_c2db,gap_m2,magmom_u_c2db,total_magnetization_m2,energy_c2db,energy_per_atom_m2,natoms_m2,total_energy_m2
C2,191,0.0,0.0021296299999988832,0.0003000685114302737,9.999999999976694e-05,,-0.0,-18.453766945888727,-9.220301235,2,-18.44060247
C2H2,164,0.004499304927557651,0.06233917843750003,3.4601107430494684,3.4891,,-0.0,-25.622677875921283,-6.405403505,4,-25.62161402
C6N8,187,0.26912719551467895,0.08649011613999846,1.2653015773792378,1.1724999999999999,,0.0,-118.41361712378088,-8.411017697857144,14,-117.75424777
Ca2Br2H2,129,0.0,0.0,4.194451569662164,4.1537,,0.0,-22.107876475383296,-3.6791839716666668,6,-22.07510383
Ca2Cl2F2,129,0.012101454898505892,0.0242468666666662,6.020166734741515,6.110799999999999,,-0.0,-30.12858060118817,-5.052764981666667,6,-30.316589890000003
Ca2Cl4O8,125,0.18076248002615727,0.13917955833333284,2.8187533495237416,2.9306,,-0.0,-64.21456916781177,-4.472475660714286,14,-62.61465925
Ca2Co2Si2,129,0.10802075198922845,0.11680942833333319,,0.0,,-0.0001369,-33.806541372937716,-5.246428538333333,6,-31.47857123
Ca2Cu2,191,0.1758459289819722,0.18465931174999994,,0.0,,-6.5e-06,-11.378067283429708,-3.014307665,4,-12.05723066
Ca2CuBr2O2,123,0.0,0.0,0.0,0.0,,0.0001373,-34.66828599602037,-4.950744714285714,7,-34.655213
Ca2CuCl2O2,123,0.013630135827782703,0.020284489285715246,0.0,0.0,,-8.6e-06,-35.89401831868502,-5.126611858571429,7,-35.88628301
Ca2H2I2,129,0.0,0.0,3.6284093040565244,3.8095,,-0.0,-20.55433576380092,-3.419811465,6,-20.51886879
Ca2H4O12P2,7,0.34947894662802953,0.29127014518750016,0.26742957979972104,0.2010999999999994,,6.0027536,-119.08740108183365,-5.8328860795,20,-116.65772159
Ca2Mn2Ge2,129,0.23497077479118214,0.23464947999999808,0.0,0.0,,4.7033759,-33.72774386100197,-5.4686412,6,-32.8118472
Ca2Mn2Si2,129,0.1769874582855829,0.19008129058333445,0.0,0.0,,3.1315563,-35.63922940257685,-5.7579555566666665,6,-34.54773334
Ca2Mn2Sn2,129,0.37550536548478486,0.3607906983333331,,0.0,,7.535272,-31.937110531026,-5.128498023333333,6,-30.77098814
Ca2N,164,0.21999547556847196,0.13902782479166742,0.0,0.0,,0.0016267,-14.012491303517209,-4.6368556666666665,3,-13.910567
Ca2Ni2Ge2,129,0.16341985885237875,0.16084591099999912,,0.0,,-0.0013437,-29.945034029028648,-4.514101245,6,-27.08460747
Ca2O8Sb4,11,0.0,0.09887809815476434,3.003848169646221,2.2005,,0.0,-89.60570001065501,-6.047852786428571,14,-84.66993901
Ca2Sn4F12,2,0.0,0.01906120111111065,3.9244302934724953,3.9867,,-0.0,-92.3561158366166,-5.181965567222222,18,-93.27538021
Ca3Cu2Br2O4,123,0.0,0.0,0.0,0.0,,1.17e-05,-57.865445170224525,-5.258491870909091,11,-57.84341058
Ca3Cu2Cl2O4,123,0.0,0.007954482727274836,0.0,0.0,,-5.1e-06,-59.103290648140586,-5.371288582727273,11,-59.08417441000001
Ca3Fe2Cl2O5,123,0.02062031717587705,0.0655415633333325,0.0,0.7414999999999999,,10.0266649,-78.79576539794057,-5.9805511825,12,-71.76661419
Ca4Fe2Cl2O6,129,0.006385727740081647,0.03403135999999929,0.0,0.8457,,10.016129,-92.0667480893614,-6.068225505,14,-84.95515707
CaBr2,115,0.17902853148562414,0.16491552666666642,4.741576167858905,4.8495,,-0.0,-10.92661139025599,-3.6411575033333334,3,-10.92347251
CaBr2,164,0.0,0.0,4.862661452815692,4.8702000000000005,,0.0,-11.463696984712863,-3.81961929,3,-11.45885787
CaCl2,115,0.1921264266785805,0.1969313933333332,5.53009095512323,5.6388,,0.0,-12.299188610782663,-4.09802699,3,-12.29408097
CaCl2,164,0.00996392925645336,0.01434507000000007,5.783509188690621,5.7299999999999995,,-0.0,-12.845676103049044,-4.280613313333333,3,-12.84183994
CaF2,115,0.32557402407998143,0.33619823666666626,6.450905302244969,6.4838000000000005,,0.0,-16.348899367520858,-5.5228670766666665,3,-16.56860123
CaF2,164,0.12187543351096981,0.14057247666666672,7.157281169654316,7.162599999999999,,0.0,-16.959995139227892,-5.718492836666666,3,-17.15547851
CaH2O2,164,0.013728361613001994,0.01436408999999994,3.712782682619406,3.6708,,-0.0,-28.52945318368809,-5.603761568,5,-28.01880784
CaI2,115,0.1737089822859493,0.18064554999999993,3.9751289204681304,4.0132,,-0.0,-9.446337326900826,-3.145222276666667,3,-9.43566683
CaI2,164,0.0,0.0,3.5370804094414625,3.8625000000000003,,0.0,-9.967464273758674,-3.31998087,3,-9.95994261
Cd2H4O8Se2,31,0.0,0.014890997187499977,4.103775366960745,4.2024,,0.0,-79.974632957194,-4.878402398125,16,-78.05443837
Cd2O4Si,21,0.36966820313857596,0.417388518928572,,2.319,,0.0,-38.01970424689015,-5.275837411428571,7,-36.93086188
Cd2P2S6,162,0.0,0.0027396650000000022,1.88666479741874,2.1510000000000002,,0.0,-41.2163683133518,-4.1487019080000005,10,-41.48701908
CdBr2,115,0.019701050570094598,0.03285490666666657,2.9252368794755625,3.0243,,0.0,-6.74599500943963,-2.24840641,3,-6.74521923
CdBr2,164,0.0,0.0049013466666667505,3.069156177744195,3.2859999999999996,,-0.0,-6.805098161149914,-2.2753855566666665,3,-6.82615667
CdCl2,164,0.0,0.0,3.8682847684144472,3.9477,,0.0,-7.8494209353682525,-2.622425826666667,3,-7.86727748
CdClHO,156,0.03269194871847092,0.05729366312499984,2.516984536306866,2.5717999999999996,,0.0,-15.445094125345845,-3.804473375,4,-15.2178935
CdF2,115,0.20839724128360762,0.24096670999999947,3.7914070150211656,3.8549999999999995,,-0.0,-10.364214423238087,-3.513617586666667,3,-10.54085276
CdF2,164,0.051728733719581456,0.07960151333333254,3.806965817767722,3.9391,,0.0,-10.834219945930165,-3.6749827833333337,3,-11.02494835
CdGaInS4,156,0.0751274756469625,0.34397734678571323,0.41158694158055686,0.0,,-0.0016152,-27.046420582034035,-3.6137265828571428,7,-25.29608608
CdH2O2,164,0.023655733356264363,0.0346737070000005,2.2442019040795484,2.2721,,0.0,-23.164367607854643,-4.530568912,5,-22.65284456
CdI2,115,0.003129156922625498,0.0,2.335345414146648,2.5820999999999996,,-0.0,-5.764500812829397,-1.9254164666666667,3,-5.7762494
CdI2,164,0.03020909311933817,0.00446399355555549,2.135734719012448,2.4768,,0.0,-5.683261004239259,-1.9052906166666668,3,-5.71587185
CdO,187,0.2429349269688479,0.2825670750000002,,0.8237999999999999,,0.0,-7.641593939918892,-3.673820335,2,-7.34764067
CdPb2Cl2O2,12,0.0,0.0,2.8687677451653126,3.7001,,-0.0,-30.75000369069329,-4.29915984,7,-30.094118879999996
Cl2Ge,164,0.0,0.021668495208333916,2.6174761734350778,2.7636000000000003,,-0.0,-10.46242316141491,-3.523583573333333,3,-10.57075072
Cl2Si,164,0.5446337553063988,0.5850910729166663,,2.1863,,-0.0,-10.437116159968701,-3.4937652033333335,3,-10.48129561
Co2Br6,162,0.0,0.0,0.9617757836632959,0.9111000000000002,,0.0,-29.211080168725704,-3.353485915,8,-26.82788732
Co2Li2As2,129,0.10261293215324467,0.05695683555555586,0.0,0.0,,0.0257949,-32.01099220083611,-4.949989173333333,6,-29.69993504
Co2Mg2Ge2,129,0.24555796767883584,0.1767930131818174,,0.0,,-0.0002042,-29.068193036854282,-4.483603491666667,6,-26.90162095
Co2P2S6,162,0.07252204425434323,0.09290151868556507,0.005581244441278166,0.0,,0.0201893,-54.12581093902568,-5.188981364,10,-51.88981364
Co2S2,129,0.05112521558442873,0.04879409291666725,0.0,0.0,,0.9380316,-26.373906197748727,-6.03513021,4,-24.14052084
Co2Se2,129,0.01632877075435263,0.016501253749999556,0.0,0.0,,0.7776404,-24.487936325145096,-5.5591880025,4,-22.23675201
Co2Sr3Cl2O5,123,0.059700898091624786,0.053161477031254734,0.0,0.0,,4.079077,-74.5859555671544,-5.591464054166667,12,-67.09756865
Co2Te2,129,0.07911458351574119,0.08619761499999967,0.0,0.0,,0.1054045,-23.217851722925673,-5.188783095,4,-20.75513238
CoBr2,164,0.022610865176922196,0.0,0.34787677198035416,0.04310000000000036,2.9957878355492995,2.9997479,-12.412111320302882,-3.7422043133333336,3,-11.22661294
CoCl2,164,0.020613191437690286,0.0,0.3509199720523193,0.10970000000000013,2.999994873473108,2.9994669,-13.60647120752759,-4.13507008,3,-12.40521024
CoCl2O8,147,0.22633972836521246,0.0,0.7352967496028073,3.0358,3.0000049263858655,3.0031453,-53.043009256077845,-4.469990133636364,11,-49.16989147000001
CoF2,164,0.0,0.37881223333333214,0.5971911522551561,0.0,2.9999983579339102,3.0001131,-16.80565818625544,-4.70326089,3,-14.109782670000001
CoI2,164,0.11219386458287355,0.01971728333333367,0.0,0.0,,2.7448371,-11.217009226167207,-3.36298699,3,-10.08896097
CoO2,164,0.0,0.30689958916666615,0.0,0.0,,3.0004383,-21.216976395215397,-5.398353226666667,3,-16.19505968
CoS2,164,0.11007326432441289,0.12141447833333352,0.0,0.0,,0.4097374,-17.21736317853492,-5.344812683333333,3,-16.03443805
CoSe2,164,0.0534220665881282,0.06465724500000025,0.0,0.0,,0.0018552,-15.973485557590022,-4.9229146366666665,3,-14.76874391
CoTe2,164,0.07267753119333757,0.061111998333333695,0.0,0.0,,9e-07,-15.087525884633383,-4.5858527633333335,3,-13.75755829
Cr2Br2O2,59,0.026605656887977485,0.03422472851851843,0.500718559655394,1.5075000000000003,5.999994321970128,6.0056078,-40.860002870674826,-6.125868996666667,6,-36.75521398
Cr2Br2S2,59,0.0028189661107117145,0.0,0.45542557727948996,0.2927999999999997,5.999997046097263,6.0020836,-34.98215616569408,-5.8900956383333325,6,-35.34057383
Cr2Br4,14,0.06327982555154794,0.08395408537036975,0.4948373258840997,0.3239000000000001,8.000054434495588,8.0020324,-29.30036314267764,-4.933201161666667,6,-29.599206970000004
Cr2Br6,162,0.0,0.0,1.5095584261634603,1.4035999999999995,6.000039983857244,6.0039171,-35.11148309001401,-4.4340588975,8,-35.47247118
Cr2Cl2O2,59,0.0002616883824930009,0.0,0.647494553676041,1.8635000000000002,6.000061030841769,6.0027401,-42.27900023573508,-6.373452031666667,6,-38.24071219
Cr2Cl4,14,0.052729095283468475,0.07762239981481489,0.7530470063681092,0.5042,8.000110101574414,8.0020471,-31.873438159536974,-5.359219091666667,6,-32.15531455
Cr2Cl6,162,0.0,0.0028589024999998713,1.735204358611071,1.6135000000000006,6.000017998721614,6.0032201,-38.8761390428903,-4.90761770125,8,-39.26094161
Cr2Cu2O8,51,0.024131121468926153,0.06923840572916529,0.11985499936130406,0.11639999999999961,1.9996792701672164,2.0000154,-81.42796545301225,-6.104791588333334,12,-73.25749906
Cr2Cu2P4S12,4,0.0,0.00036534364062390523,1.0781258515783114,1.0128,6.000128030175415,6.0173612,-104.03855444569487,-5.283526953,20,-105.67053906
Cr2F2O2,59,0.0,0.012460473888889823,0.8842344915815028,2.3496,5.999984017265463,6.0006601,-46.13343644605455,-7.068856538333333,6,-42.41313923
Cr2F4,14,0.11661621862987677,0.0,1.396367589055298,3.0558999999999994,8.00074634838566,8.0041276,-39.13986080127762,-6.248102783333334,6,-37.4886167
Cr2F6,162,0.032350153195983555,0.06985935875000138,2.022764132797049,3.5486000000000004,5.999999294591169,5.9999437,-50.09195589005108,-5.9393547075,8,-47.51483766
Cr2Ge2Te6,162,0.0019828470455586,0.0,0.1251176616710028,0.4844999999999997,6.0003961298042325,6.0023135,-48.918650887046,-4.894520631000001,10,-48.94520631
Cr2I6,162,0.0,0.0,0.8906930450962061,1.0747,5.999994794256489,6.0012323,-31.398628752313062,-3.97610480375,8,-31.80883843
Cr2Nb2Se10,11,0.00499551626872119,0.002392234317462716,0.0,0.0,,5.4685789,-82.88634812817388,-5.888391974285715,14,-82.43748764
Cr2P2S8,12,7.401486830834377e-17,0.0,0.8192017285673383,0.7349000000000001,,6.0030249,-67.66630007254717,-5.6895552525,12,-68.27466303
Cr2S2,129,0.12375472520124298,0.11635171562499913,0.0,0.0,,-0.6931611,-28.94553252523444,-7.3548977175,4,-29.41959087
Cr2S4,11,0.1072927752814697,0.0,0.0,0.0,,-2.8e-06,-38.52129654495708,-6.520816338333333,6,-39.12489803
Cr2Se2,129,0.14343062239075,0.1277398158333325,0.0,0.0,,0.6523783,-27.078565551454943,-6.86988722,4,-27.47954888
Cr2Se4,11,0.05134273145066596,0.026297636666666513,0.0,0.0,,-1e-07,-35.3557150354784,-5.96558465,6,-35.7935079
Cr2Si2Te6,162,0.002117705406396908,0.0,0.2715553738877152,0.5923999999999998,6.000201620108736,6.0011081,-50.8612683441415,-5.074372671,10,-50.74372671
Cr2Te2,129,0.20885287206041356,0.21196747124999948,,0.0,,-0.6275422,-25.19383340986088,-6.3513594125,4,-25.40543765
Cr2Te4,11,0.09102457746377605,0.028281185000000875,0.0,0.0,,4.685513,-32.37419621853933,-5.470276043333333,6,-32.82165626
Cr3S4,164,0.05041985265224521,0.07394915499999843,0.0,0.0,,8.9435402,-49.119583829546734,-7.0879496457142865,7,-49.61564752
Cr3Se4,164,0.04972152098070686,0.058912128095237826,0.0,0.0,,9.9458577,-45.54794538120456,-6.561703932857143,7,-45.93192753
Cr3Te4,164,0.052852188762450805,0.06743428999999868,0.0,0.0,,9.9999048,-42.279944420901536,-6.056838740000001,7,-42.39787118
Cr4O10,59,0.0,0.09941767482142883,0.5003676756708755,0.6681000000000008,4.000229245787488,4.0006417,-111.63740680503076,-6.897077240714286,14,-96.55908137
Cr4S10,59,0.3599879513354511,0.14826619870535485,,0.29510000000000014,,-2e-07,-81.44640963944062,-5.912291683571429,14,-82.77208357
CrCuSe2,156,0.4922234309078748,0.5668365968750093,,0.0,,3.9365923,-19.881304215209592,-5.0316583125,4,-20.12663325
CrGa2S4,164,0.04679473911681788,0.0623018539285729,0.0,0.0,,3.7372777,-36.017755297726296,-5.212436598571428,7,-36.48705619
CrHO2,156,0.18142476244476158,0.20562405812500018,0.09150468715667959,1.1115,2.999994141461385,2.9997595,-28.877857710964896,-6.6470780375,4,-26.58831215
CrS2,164,0.17530134258627328,0.0003706066666664398,0.0,0.0,,2.0181896,-19.05662257056413,-6.489991266666667,3,-19.4699738
CrSe2,164,0.13974552383645764,0.011621327520833447,0.0,0.0,,2.1438787,-17.412649140581824,-5.975600946666667,3,-17.92680284
Cu2As2O6,162,0.34704793555681307,0.08562671000000233,,0.0,,2.4e-05,-53.19349401063725,-5.564228217,10,-55.64228217
Cu2As4Cl2S3,6,0.05071004369008059,0.06117261696969578,1.1980332681248513,1.1627999999999998,0.0,0.0,-44.640358079507564,-4.133347292727273,11,-45.46682022
Cu2Br2,129,0.0298248033084465,0.0020549399999998386,1.496000284097117,1.599,0.0,-0.0,-11.619198868064247,-3.116139935,4,-12.46455974
Cu2Br2,164,0.023692280776995922,0.0,1.5220541658489855,1.6474,0.0,-0.0,-11.64372895819005,-3.124523655,4,-12.49809462
Cu2Br2O4,17,0.05387198408949789,0.0366720242708336,0.43385827235305596,0.45870000000000033,0.0,0.0,-32.732296982510405,-4.0823239275,8,-32.65859142
Cu2Br2Se4,17,0.0,0.0,0.8361376969657832,0.7595999999999998,0.0,-0.0,-26.29341787696782,-3.3869068,8,-27.0952544
Cu2Br2Te4,17,0.01197177271227412,0.0,0.8727809729858376,0.8130000000000002,0.0,0.0,-25.009991124948918,-3.18876196375,8,-25.51009571
Cu2Br4,14,0.020798952243048063,0.04632849833333319,0.03705117413746395,0.0,,1.9982628,-15.50987131189868,-2.718022798333333,6,-16.30813679
Cu2C2Cl2O2,31,0.11940713574273021,0.11746810187500234,2.507920802133392,2.4835000000000003,0.0,0.0,-44.51437745263357,-5.58861557625,8,-44.70892461
Cu2C2N4,51,0.3677819905286963,0.19473552193499977,0.0,0.0,,-5.44e-05,-56.2738832816137,-7.112379135,8,-56.89903308
Cu2C4H4O8,14,0.20120610950738083,0.2286933097222219,0.20898020304381593,0.0,2.00108332481659,1.9979915,-113.61064706804981,-6.233452433333333,18,-112.2021438
Cu2Cl2,164,0.06862219022538651,0.01839788500000017,1.2276910678084825,1.3824,0.0,0.0,-12.453576728839613,-3.327264525,4,-13.3090581
Cu2Cl2,67,0.0,0.0,2.6120268581214994,2.6015,0.0,-0.0,-12.728065489741159,-3.38550367,4,-13.54201468
Cu2Cl2O4,17,0.034024540449084206,0.0,0.45221571877344147,0.7812999999999999,0.0,-0.0,-33.79008780296289,-4.225023825,8,-33.8001906
Cu2Cl2Se4,17,0.001171954268497366,0.0,0.8286570989467634,0.7783000000000002,0.0,0.0,-27.28364936724406,-3.51229419,8,-28.09835352
Cu2Cl2Te4,17,0.009220593008651079,0.0,0.8533488049947926,0.7781000000000002,0.0,0.0,-25.97443175889517,-3.30808717,8,-26.46469736
Cu2Cl4,14,0.003151750537734088,0.031549218333333684,0.2644407475296102,0.11369999999999969,1.9989193767974351,1.9989459,-17.52791515399677,-3.0556436216666665,6,-18.33386173
Cu2F2,164,0.2190279203597374,0.23538140375000038,0.0,0.0,,0.2743335,-14.467474934226498,-3.8857583475,4,-15.54303339
Cu2F2O4,17,0.04266396840825504,0.0,0.39162890445765175,0.8411,0.0,-0.0,-36.57170097847436,-4.6420636675,8,-37.13650934
Cu2F4,14,0.011148038970539767,0.0,0.8252403198535525,0.4618000000000002,2.001917937558108,1.9996942,-23.26796124921322,-4.084398593333334,6,-24.506391560000004
Cu2H4O10S2,2,0.0,0.05406907655555493,0.45112268100817854,0.23380000000000045,0.9936353175267973,1.9987859,-99.35623404998908,-5.412327052777778,18,-97.42188695
Cu2H4O10Se2,2,0.003993171323014109,0.04469850666666808,0.608535248612176,0.0,0.0,0.0138709,-92.20564137062732,-5.006535918333333,18,-90.11764653
Cu2Hg2Cl2Se2,26,0.03034819207968209,0.033522671875000576,0.8333741578974041,0.8203,0.0,-0.0,-22.55984673707907,-2.74830123625,8,-21.98640989
Cu2I2,129,0.008306815201718276,0.014321027499999861,1.86503334441587,2.0728,0.0,0.0,-10.940371111747028,-2.95104975,4,-11.804199
Cu2I2,164,0.0,0.0011808449999999304,1.786890780618711,2.0219,0.0,-0.0,-10.973598372553901,-2.9633849725,4,-11.85353989
Cu2I2Te4,17,0.00860902721572998,0.0,0.8355125578221512,0.8589,0.0,-0.0,-24.1212325328552,-3.0785730725,8,-24.62858458
Cu2I4,12,0.07365393520942298,0.0700613450000005,0.0,0.0,,0.0798451,-13.597185347800462,-2.4132055866666664,6,-14.479233519999998
Cu2I4O12,4,0.03030328199526306,0.09212195333333284,0.7347158790434802,0.5059999999999998,2.0001736628319806,2.0000981,-78.18235546872184,-4.357618433333333,18,-78.4371318
Cu2O4S,21,0.022902060880298336,0.04481241535714453,2.053268915022008,2.1967999999999996,0.0,-0.0,-38.06468918880748,-5.436526232857142,7,-38.05568363
Cu2O6Si2,51,0.060734361856829365,0.10797307699999692,0.42503154415487376,0.1070000000000002,2.0007494375125314,2.0058959,-66.95855339185981,-6.6890854090000005,10,-66.89085409
Cu2S2,10,0.1265233772185339,0.1325823366666672,0.6235293040444798,0.6829000000000005,0.0,0.0,-15.851113378494462,-4.1791575475,4,-16.71663019
Cu2S2,59,0.24090666661812188,0.25920104166666746,,0.0,,0.0,-15.39358022089611,-4.0525388425,4,-16.21015537
Cu2S4Sb2,26,0.06286595717242083,0.05554878548611075,0.3568729081799229,0.37329999999999997,0.0,-0.0,-34.135871225425554,-4.2996128725,8,-34.39690298
Cu2Sb2Se4,26,0.07242612136804061,0.07249628937499963,0.18252302872129444,0.15229999999999988,0.0,0.0,-31.28520715836507,-3.93323062375,8,-31.46584499
Cu2Se2,10,0.1009240174204491,0.1066636841666666,0.44711084243526233,0.3567,0.0,-0.0,-14.479370693253507,-3.8154852525,4,-15.26194101
Cu2Se2,129,0.06935239975001029,0.07194277666666649,0.0,0.0,,3e-06,-14.605657163935263,-3.85020616,4,-15.40082464
Cu2Sr2,191,0.12919681081727763,0.07556288099999975,0.0,0.0,,-0.0085644,-10.67996768043575,-2.856339945,4,-11.42535978
Cu2Te2,59,0.0,0.0,0.0,0.0,,-0.0,-14.117736447084226,-3.6826873425,4,-14.73074937
Cu2V2O8,51,0.0956598752589611,0.07191984666666595,0.529579133058296,0.2903000000000002,,7e-06,-82.67178638144951,-6.369720410833334,12,-76.43664493
Cu2WS4,111,0.0,0.00687360595238129,1.5342814677474648,1.5945,0.0,0.0,-38.623617813197725,-5.839784722857142,7,-40.87849306
Cu2WSe4,111,0.0,0.0,1.2346198779097095,1.2721,0.0,-0.0,-35.26776747020438,-5.345131145714285,7,-37.41591802
Cu4Cl4H4O4,14,0.028757625954313415,0.07547402156250005,0.40258888463828857,0.019099999999999895,,3.9999629,-67.02795824821042,-4.22278868125,16,-67.5646189
Cu4F4H4O4,14,0.04076178651689499,0.10239672000000066,0.3839123541907066,0.21469999999999967,3.9950612157386707,3.9991101,-72.54523919460435,-4.604491921875,16,-73.67187075
Cu4O12Se4,14,0.0015056386435864156,0.036296782499999125,0.385266167840177,0.1344000000000003,3.9957144085146066,-6e-07,-103.80387760914725,-5.125780479,20,-102.51560958
Cu4O12Te4,14,0.026805136227384806,0.0697312312499978,0.04349261176199448,0.0019000000000000128,4.002980971204508,-0.0,-105.81338597169108,-5.205505029999999,20,-104.11010059999998
Cu4Se2,51,0.08274538555097759,0.09848734499999923,0.10034973326190832,0.025700000000000056,,3e-07,-21.921807125742603,-3.9101016000000004,6,-23.4606096
CuBr,187,0.08855246477102652,0.06061835999999987,1.0237021928664132,1.0676,0.0,-0.0,-5.6921441111069635,-3.057576515,2,-6.11515303
CuBr2,115,0.03352174614874818,0.045552946666666205,0.0,0.0,,0.0011248,-7.7167672742322395,-2.71879835,3,-8.15639505
CuCl2,115,0.061207548890141794,0.07358462666666687,0.0,0.0,,0.6969875,-8.589790181941162,-3.0136082133333333,3,-9.04082464
CuF2,115,0.09122124059798982,0.10339045166666683,0.0,0.19589999999999996,,1.0000203,-11.39376101972426,-4.0250317933333335,3,-12.07509538
CuI,187,0.08267076216550784,0.08685315749999978,1.2670597944461095,1.4754,0.0,0.0,-5.321457661945935,-2.87851762,2,-5.75703524
CuI2,115,0.0,0.0,0.0,0.0,,6e-06,-7.0195544795285,-2.48979447,3,-7.469383410000001
CuInP2Se6,149,0.016837871689910598,0.018235038374996293,0.48920210181495216,0.5503999999999998,0.0,0.0,-40.18713774471738,-4.057106961000001,10,-40.57106961000001
CuS2,164,0.42414005357101264,0.40232650333333275,0.0,0.0,,0.0039954,-10.984250565393825,-3.8174969266666667,3,-11.45249078
CuSe2,164,0.26685767409449274,0.2564321650000001,0.0,0.0,,-2.45e-05,-10.141583290591356,-3.522683983333333,3,-10.56805195
CuSr2Br2O2,123,0.0,0.0,0.0,0.0,,-2.5e-06,-34.14795014177851,-4.882834424285714,7,-34.17984097
CuSr2Cl2O2,123,-2.5376526277146434e-16,0.0033854073809553853,0.0,0.0,,1.14e-05,-35.454669830483425,-5.069603107142858,7,-35.48722175
CuSr2I2O2,123,2.5376526277146434e-16,0.0,0.0,0.0,,2.4e-06,-32.539870471492804,-4.652622125714286,7,-32.56835488
CuV2O6,12,0.12883272066681822,0.1645397588888926,0.19543945758439296,0.0,1.000349602958055,0.9994635,-67.4939072657903,-6.771693457777777,9,-60.94524112
F2Ge,164,0.16929983188335504,0.23711889333333325,,2.7028999999999996,,0.0,-13.686259421383987,-4.659451583333333,3,-13.978354750000001
F2Ge,187,0.33413845651347945,0.40081262666666717,,2.8844999999999996,,-0.0,-13.191743547493614,-4.4957578499999995,3,-13.487273549999998
F2Si,164,0.9118965979676114,1.0396351766666667,,1.8030999999999997,,-0.0,-13.628166760306467,-4.628483036666666,3,-13.88544911
F2Si,187,1.144368578150693,1.2030302599999994,,1.8157999999999994,,0.0,-12.930750819757222,-4.465087953333334,3,-13.39526386
F4Ge,123,3.552713678800501e-16,0.06343542200000041,4.2074122873057505,4.2531,,-0.0,-23.067326181833582,-4.707081024,5,-23.53540512
Fe2Br6,162,0.0,0.0,0.04183926480438371,0.04010000000000025,9.998190861301625,1.9515484,-30.625557657528677,-3.679775365,8,-29.43820292
Fe2Cl2O2,59,0.06588272643265232,0.0,0.0,1.8549000000000002,,10.0004027,-37.223796670545326,-5.360244321666666,6,-32.16146593
Fe2Cl6,162,0.0895403729955665,0.0,0.013307077666159906,0.39590000000000014,9.998811318586958,9.998626,-34.03264814916617,-4.201712585,8,-33.61370068
Fe2F2O2,59,0.0,0.05520260333333571,0.0,1.9567999999999999,,10.0037296,-41.06127078444433,-6.019020983333333,6,-36.1141259
Fe2Ga2S5,164,0.1579569007323258,0.17860515388888842,0.0,0.0,,7.4361138,-48.158298408015604,-5.265120825555556,9,-47.38608743
Fe2Ga2S5,187,0.13586516587124986,0.1558209661111123,0.0,0.0,,7.1894018,-48.35712402176529,-5.287905013333333,9,-47.59114511999999
Fe2I6,162,0.020355471393497915,0.015126017500000088,0.0,0.057599999999999874,,-2.0038147,-27.566507637013533,-3.3144122175,8,-26.51529774
Fe2Li2As2,129,0.09667605837438605,0.1050325066666673,0.0,0.0,,-0.7165852,-33.22973746475787,-5.350995869999999,6,-32.10597522
Fe2Li2P2,129,0.11214902948572103,0.07141072174242069,0.0,0.0,,0.0452337,-35.80145886819095,-5.795257976666666,6,-34.77154786
Fe2Mo2Cl2O8,129,0.0,0.022899511428571273,0.9511808639827235,2.202,10.000587287057416,10.0076689,-107.82733712421977,-6.3126093249999995,14,-88.37653055
Fe2Na2As2,129,0.06394157980083766,0.05970097000000241,0.0,0.0,,-0.1457345,-31.315443050838365,-5.027421988333333,6,-30.164531929999995
Fe2O4,59,0.057920247306340635,0.2403753806250002,0.0,0.39369999999999994,,8.002574,-45.048190241965166,-6.062531128333333,6,-36.37518677
Fe2P2S6,162,0.13216411622832433,0.13793343231818067,0.0,0.0,,8.0036111,-55.81191505678674,-5.493022323,10,-54.930223229999996
Fe2S2,129,0.0,0.0,0.0,0.0,,3.2e-06,-28.222200430239646,-6.8049258875,4,-27.21970355
Fe2Se2,129,0.00854751690344635,0.0,0.0,0.0,,-0.2347032,-26.094911439510433,-6.2481303675,4,-24.99252147
Fe2Sr3Br2O5,123,0.0,0.009422847760415465,0.0,0.9118999999999999,,10.0116919,-76.72886684018285,-5.8283355425,12,-69.94002651
Fe2Sr3Cl2O5,123,0.0,0.01785372249999906,0.0,0.8717999999999999,,10.0085753,-78.11957543390884,-5.9413330175,12,-71.29599621
Fe2Sr4Br2O6,129,0.0,0.0,0.0,1.0727,,10.0406199,-89.48705067149285,-5.897388799285714,14,-82.56344319
Fe2Sr4Cl2O6,129,0.0,0.0,0.0,1.0212,,10.0235291,-90.85907470258024,-5.995166697142857,14,-83.93233376
Fe2Ta2Te6,11,0.023521025787284787,0.024307136555552944,0.0,0.0,,3.8317601,-59.70591185802471,-6.200924059,10,-62.009240590000005
Fe2Te2,129,0.0820006639645765,0.08676353874999965,0.0,0.0,,4.5611696,-24.744779805985768,-5.84517008,4,-23.38068032
Fe2W2Cl2O8,129,0.0,0.08470521500000494,1.0854812714487458,2.4814000000000007,10.000033045422144,10.0099496,-109.52280663255993,-6.505202548571428,14,-91.07283568
Fe3GeTe2,187,0.0209693958044862,0.014512552916667865,0.0,0.0,,6.4234046,-38.810104143840796,-6.170941208333333,6,-37.02564725
Fe3S4,187,0.3332811168370254,0.34558236642857043,0.0,0.0,,-0.1941679,-44.67817485822378,-6.149159171428572,7,-43.0441142
Fe3Te4,164,0.20735176764007587,0.20719602000000048,,0.0,,-0.0004537,-39.652410289022654,-5.36360942,7,-37.54526594
