formula,symmetry_type,symmetry_value,in_c2db,in_2dmatpedia_final
NiPdF6,number,12,True,False
NiPdI2,number,6,True,False
NiPdI2S2,number,25,True,False
NiPdS4,number,10,True,False
NiPdScI4Se,number,10,True,False
NiPdTiI2SSe,number,8,True,False
NiRe2O8,number,147,True,True
NiRe2P2S8,number,8,True,False
NiRe2S8,number,147,True,False
NiReBrClSTe,number,6,True,False
NiRhSe2,number,156,True,False
NiRuBrNTe,number,8,True,False
NiRuCl2S2,number,25,True,False
NiRuI2OS,number,25,True,False
NiRuS2,number,99,True,False
NiRuTa2Se6,number,1,True,False
NiRuZrF3IN2,number,8,True,False
NiS,number,156,False,True
NiS2,number,115,True,False
NiS2,number,123,False,True
NiS2,number,164,True,True
NiS2,number,187,True,False
NiSb,number,187,False,True
NiSb2,number,123,True,True
NiScBr4S,number,6,True,False
NiScSe2,number,156,True,False
NiSe,number,156,False,True
NiSe2,number,115,True,False
NiSe2,number,164,True,True
NiSe2,number,187,True,False
NiSn2C6N6,number,164,True,False
NiSnSe4,number,1,True,False
NiSr2O3,number,38,True,False
NiSr2S3,number,38,True,False
NiTa2CF6I,number,1,True,False
NiTa2CI2O,number,6,True,False
NiTa2O6,number,12,True,False
NiTa2S6,number,12,True,False
NiTa2Se6,number,12,True,False
NiTa2Te6,number,12,True,False
NiTa2ZrBrClSeTe,number,1,True,False
NiTa2ZrC2F2O,number,8,True,False
NiTa3I3Te,number,25,True,False
NiTaCI2,number,25,True,False
NiTaCl2O2,number,6,True,False
NiTaI2,number,156,True,False
NiTaS2,number,115,True,False
NiTaS3Se,number,6,True,False
NiTaSe4,number,6,True,False
NiTaTe4,number,6,True,False
NiTe,number,156,False,True
NiTe2,number,115,True,False
NiTe2,number,164,True,True
NiTe2,number,187,True,False
NiTiBr2SSe,number,6,True,False
NiTiBr3Cl3,number,1,True,False
NiTiBrTe,number,8,True,False
NiTiI2,number,6,True,False
NiTiI4S2,number,38,True,False
NiTiP2S3SeTe2,number,1,True,False
NiTiS5,number,6,True,False
NiTiZrClINO2,number,1,True,False
NiV2S4,number,164,True,False
NiV2Se4,number,164,True,True
NiV2Te4,number,164,True,False
NiVTe2,number,115,True,False
NiW2O8,number,2,False,True
NiYF5,number,47,False,True
NiZn2C6N6,number,164,True,False
NiZnBr2,number,156,True,False
NiZnCl2,number,8,True,False
NiZnSe2,number,156,True,False
NiZnSeTe,number,156,True,False
NiZnZr5BCl5PSeSi,number,1,True,False
NiZrBr6,number,149,True,False
NiZrBrIN,number,156,True,False
NiZrCl6,number,149,True,False
NiZrF6,number,149,True,False
NiZrF6,number,5,True,False
NiZrH6,number,149,True,False
NiZrH6,number,6,True,False
NiZrI2S,number,1,True,False
NiZrI6,number,149,True,False
NiZrSSe,number,156,True,False
Np2Br6,number,59,False,True
Np2Cl6,number,59,False,True
Np2F6,number,59,False,True
Np2I2O2,number,129,False,True
Np2I6,number,59,False,True
Np2S6,number,51,False,True
Np2Se6,number,11,False,True
Np2Te6,number,51,False,True
NpBr3,number,187,False,True
NpCl3,number,187,False,True
NpF2O2,number,10,False,True
NpF2O2,number,191,False,True
NpI3,number,187,False,True
O,number,123,False,True
O10P4,number,31,True,True
O10Sb4,number,31,False,True
O10Si4,number,53,False,True
O12P4S2,number,18,True,False
O12P4Se2,number,18,True,False
O12P4Te2,number,18,True,False
O12P8,number,2,True,False
O12P8,number,51,False,True
O12S2Sb4,number,18,True,False
O12Sb4Se2,number,18,True,False
O12Sb4Te2,number,18,True,False
O12Sb8,number,51,False,True
O12Si8,number,14,False,True
O12Te4,number,4,True,False
O14P4,number,4,True,False
O14P4Sb2,number,2,False,True
O14S2Te4,number,31,True,True
O14Se2Te4,number,31,True,False
O14Te6,number,31,True,False
O16P8,number,26,False,True
O16Sb8,number,2,False,True
O16Sb8,number,26,False,True
O16Se2Te6,number,2,False,True
O18S8,number,147,False,True
O18Se8,number,147,False,True
O18Te8,number,147,False,True
O20Sb8,number,14,False,True
O20Se8,number,14,False,True
O24P12,number,1,False,True
O24P8Sb2,number,4,False,True
O24Sb12,number,1,False,True
O2P,number,164,True,True
O2P,number,191,False,True
O2S4Sb4,number,11,False,True
O2SSb2,number,164,True,False
O2Sb,number,115,True,False
O2Sb,number,164,True,True
O2Sb,number,191,False,True
O2Sb2,number,164,True,False
O2Sb2Se,number,164,True,False
O2Sb2Te,number,12,True,False
O2Sb2Te,number,164,True,False
O2Si,number,115,True,False
O2Si,number,164,True,False
O2Si2,number,12,False,True
O2Si2,number,129,False,True
O2Si2,number,31,True,False
O3P2,number,1,False,True
O3P2,number,6,False,True
O3S,number,187,False,True
O3Sb2,number,1,False,True
O3Sb2,number,164,True,False
O3Sb2,number,6,False,True
O3Sb2,number,8,True,False
O3Se,number,187,False,True
O3Te,number,187,False,True
O4P8S8,number,2,True,False
O4P8Se8,number,2,True,False
O4P8Te8,number,2,True,False
O4S2,number,59,False,True
O4S8Sb8,number,2,True,True
O4Sb8Se8,number,11,True,False
O4Sb8Te8,number,11,True,False
O4Se2,number,129,False,True
O4Si4,number,57,False,True
O4Te2,number,129,False,True
O6P2Sb2,number,7,True,False
O6P2Si2,number,164,True,False
O6P4,number,4,True,True
O6P4,number,59,False,True
O6P4,number,7,True,True
O6P4,number,81,True,False
O6Sb2Si2,number,162,True,False
O6Sb4,number,31,True,True
O6Sb4,number,4,True,True
O6Sb4,number,53,True,False
O6Sb4,number,59,False,True
O6Sb4,number,7,True,False
O6Sb4,number,81,True,False
O6Si3,number,5,False,True
O6Si4,number,11,False,True
O6Te3,number,157,True,False
O8P2Sb2,number,11,True,True
O8P2Sb2,number,26,False,True
O8P2Sb2,number,31,True,False
O8P4,number,11,True,True
O8P4,number,156,False,True
O8P4,number,2,False,True
O8P4,number,31,True,True
O8PTe3,number,1,True,False
O8S4,number,14,False,True
O8S4Sb8,number,2,True,False
O8Sb4,number,11,False,True
O8Sb4,number,31,True,False
O8Sb4,number,59,True,True
O8Se4,number,14,True,True
O8Si4,number,14,True,False
O8Si4,number,164,False,True
O8Te2,number,14,True,False
O8Te4,number,14,True,True
O9P2Si3,number,174,True,False
O9P6,number,1,False,True
O9S3,number,157,False,True
O9Sb2Si3,number,174,True,True
O9Sb6,number,1,False,True
O9Se3,number,157,False,True
O9Te3,number,157,False,True
OP2Se2,number,5,True,False
OP2Te2,number,5,True,False
OS2Sb2,number,1,True,False
OS2Sb2,number,164,True,False
OSSi,number,8,True,False
OSb2Se2,number,1,True,False
OSb2Se2,number,164,True,False
OSb2Te2,number,164,True,False
OSb2Te2,number,5,True,False
OSe,number,6,True,False
OSi,number,156,True,False
OSi2,number,8,False,True
OTe,number,6,True,False
Os2As2O6,number,12,True,False
Os2As2O6,number,162,True,False
Os2As2S6,number,162,True,False
Os2As2Se6,number,162,True,False
Os2As2Te6,number,162,True,False
Os2B3,number,123,False,True
Os2Br2,number,129,True,False
Os2Br2,number,164,True,False
Os2Br2N2,number,59,True,False
Os2Br2O2,number,59,True,False
Os2Br2S2,number,59,True,False
Os2Br2Se2,number,59,True,False
Os2Br2Te2,number,59,True,False
Os2Br6,number,162,True,True
Os2Br6,number,189,True,False
Os2Br8,number,14,False,True
Os2Cl2,number,129,True,False
Os2Cl2,number,164,True,False
Os2Cl2N2,number,59,True,False
Os2Cl2O2,number,59,True,False
Os2Cl2S2,number,59,True,False
Os2Cl2Se2,number,59,True,False
Os2Cl2Te2,number,59,True,False
Os2Cl4SSe,number,1,True,False
Os2Cl6,number,162,True,True
Os2Cl6,number,191,True,False
Os2Cl8,number,14,True,True
Os2F2,number,129,True,False
Os2F2,number,164,True,False
Os2F2,number,5,True,False
Os2F2O2,number,59,True,False
Os2F2S2,number,59,True,False
Os2F2Se2,number,59,True,False
Os2F2Te2,number,59,True,False
Os2F6,number,162,True,True
Os2F8,number,14,True,True
Os2H2,number,164,True,False
Os2H8,number,123,True,False
Os2I2,number,129,True,False
Os2I2,number,164,True,False
Os2I2O2,number,59,True,False
Os2I2S2,number,59,True,False
Os2I2Se2,number,59,True,False
Os2I2Te2,number,59,True,False
Os2I6,number,162,True,True
Os2I6,number,189,True,False
Os2I6,number,191,True,False
Os2I8,number,14,False,True
Os2O2,number,129,True,False
Os2O2,number,164,True,False
Os2O2,number,187,True,False
Os2O2,number,6,True,False
Os2O4,number,11,True,False
Os2O6,number,12,False,True
Os2O6P2,number,8,True,False
Os2O6Sb2,number,12,True,False
Os2O6Sb2,number,162,True,False
Os2P2S6,number,157,True,False
Os2P2S6,number,162,True,False
Os2P2Se6,number,162,True,False
Os2P2Te6,number,162,True,False
Os2Rb2Br8C2O4,number,129,True,False
Os2Rb2Br8N2O4,number,31,True,False
Os2Rb2C2Cl8O4,number,129,True,False
Os2Rb2C2I8O4,number,129,True,False
Os2Rb2C2I8S4,number,129,True,False
Os2Rb2Cl10N2O2,number,11,True,False
Os2Rb2Cl10N2S2,number,11,True,False
Os2Rb2Cl8N2O4,number,31,True,False
Os2Rb2F10N2O2,number,11,True,False
Os2Rb2F10N2S2,number,11,True,False
Os2Rb2H10N2O2,number,11,True,False
Os2Rb2I8N2O4,number,31,True,False
Os2Rb2I8N2S4,number,31,True,False
Os2S2,number,129,True,True
Os2S2,number,164,True,False
Os2S2,number,187,True,False
Os2S2,number,6,True,False
Os2S2,number,67,False,True
Os2S4,number,11,True,False
Os2S4,number,127,True,False
Os2S4,number,51,True,False
Os2S6Sb2,number,162,True,False
Os2Sb2Se6,number,162,True,False
Os2Sb2Te6,number,162,True,False
Os2Se2,number,129,True,True
Os2Se2,number,164,True,False
Os2Se2,number,187,True,False
Os2Se2,number,6,True,False
Os2Se2,number,67,False,True
Os2Se4,number,11,True,False
Os2Se4,number,127,True,False
Os2Se6,number,11,True,False
Os2Ta2S8,number,11,True,False
Os2Ta2Se8,number,11,True,False
Os2Ta2Te8,number,11,True,False
Os2Te2,number,115,True,False
Os2Te2,number,129,True,True
Os2Te2,number,164,True,False
Os2Te2,number,187,True,False
Os2Te4,number,11,True,False
Os2Te4,number,127,True,False
Os2Te6,number,11,True,False
Os2Tl3,number,123,False,True
Os3S12,number,1,True,False
Os3S4,number,164,False,True
Os3Se4,number,164,False,True
Os3Te4,number,164,False,True
Os3Te4,number,187,False,True
Os4S8,number,13,False,True
Os4Se8,number,13,False,True
Os4Te8,number,13,False,True
Os6S8,number,11,False,True
Os6Se8,number,11,False,True
Os6Te8,number,12,False,True
Os8S10,number,2,False,True
Os8Se10,number,85,False,True
Os8Te10,number,2,False,True
OsB2,number,123,False,True
OsBr2,number,115,True,False
OsBr2,number,164,True,True
OsBr2,number,187,True,False
OsBr2O,number,47,True,False
OsBr2S,number,47,True,False
OsBrSe,number,156,True,False
OsC2,number,123,False,True
OsCl12Te2,number,2,False,True
OsCl2,number,115,True,False
OsCl2,number,164,True,True
OsCl2,number,187,True,False
OsCl2O,number,47,True,True
OsCl2S,number,47,True,False
OsClS,number,156,True,False
OsF2,number,115,True,False
OsF2,number,164,True,True
OsF2,number,187,True,False
OsF2O,number,47,True,False
OsF2S,number,47,True,False
OsGe2,number,123,False,True
OsGeI4S2,number,6,True,False
OsH2,number,187,True,False
OsH2O2,number,164,True,False
OsI2,number,115,True,False
OsI2,number,164,True,True
OsI2,number,187,True,False
OsI2,number,25,True,False
OsI2O,number,47,True,False
OsI2S,number,47,True,False
OsO2,number,115,True,False
OsO2,number,164,True,True
OsO2,number,187,True,False
OsPb2,number,123,False,True
OsPtBr5I,number,1,True,False
OsRe2RhS5Se3,number,1,True,False
OsReBr2S2,number,1,True,False
OsRuCl6,number,5,True,False
OsS,number,156,True,False
OsS2,number,115,True,False
OsS2,number,164,True,True
OsS2,number,187,True,False
OsSe2,number,115,True,False
OsSe2,number,164,True,True
OsSe2,number,187,True,False
OsSi2,number,123,False,True
OsSn2,number,123,False,True
OsTe2,number,115,True,False
OsTe2,number,164,True,True
OsTe2,number,187,True,False
OsTl2,number,123,False,True
OsV2Br2Se5,number,6,True,False
OsVBr4O2,number,65,True,False
OsWCl3I2Se,number,1,True,False
OsWI4Se2,number,1,True,False
OsWI6,number,5,True,False
P,number,123,False,True
P10,number,6,False,True
P10S10,number,26,False,True
P10Se10,number,26,False,True
P10Te10,number,26,False,True
P12S12,number,7,False,True
P12Se12,number,39,False,True
P12Te12,number,7,False,True
P2,number,164,True,True
P2S2,number,12,False,True
P2S2Se,number,164,True,False
P2S2Se,number,5,True,False
P2S2Te,number,5,True,False
P2S3,number,164,True,True
P2S5,number,157,True,False
P2S6Sb2,number,7,True,False
P2S6Sb2,number,8,True,False
P2S6Si2,number,147,True,False
P2S6Si2,number,162,True,False
P2S8Sb2,number,11,True,False
P2S9Si3,number,174,True,False
P2SSe2,number,164,True,False
P2STe2,number,164,True,False
P2Sb2,number,1,False,True
P2Sb2,number,31,True,False
P2Sb2Se6,number,157,True,False
P2Sb2Te6,number,157,True,False
P2Se2,number,12,True,True
P2Se2Te,number,5,True,False
P2Se3,number,164,True,True
P2Se5,number,157,True,False
P2Se6Si2,number,147,True,False
P2Se6Si2,number,162,True,False
P2SeTe2,number,164,True,False
P2Si2Te6,number,147,True,False
P2Si2Te6,number,162,True,False
P2Si6,number,11,False,True
P2Si6,number,191,True,False
P2Te2,number,129,False,True
P2Te2,number,164,True,False
P2Te3,number,164,True,True
P4,number,11,False,True
P4,number,129,False,True
P4,number,53,True,True
P4S10,number,31,True,False
P4S12Se2,number,18,True,False
P4S12Te2,number,18,True,False
P4S14,number,18,True,False
P4S4,number,14,False,True
P4S4Si4,number,17,True,False
P4S6,number,11,False,True
P4S6,number,4,True,False
P4S6,number,7,True,True
P4S6,number,81,True,False
P4S8,number,11,True,False
P4S8,number,31,True,False
P4Se4,number,14,False,True
P4Se4Si4,number,17,True,False
P4Se6,number,11,False,True
P4Se6,number,31,True,False
P4Se6,number,7,True,True
P4Si2,number,113,False,True
P4Si3,number,5,False,True
P4Si4Te4,number,17,True,False
P4Te4,number,14,False,True
P4Te6,number,11,False,True
P4Te6,number,31,True,False
P4Te6,number,7,True,True
P6Si2,number,164,False,True
P6Si6,number,12,False,True
P6Si6,number,2,False,True
P8,number,55,False,True
P8S12,number,2,True,False
P8S20,number,14,False,True
P8S4Se8,number,2,True,False
P8S4Te8,number,2,True,False
P8Se20,number,14,False,True
P8Si4,number,26,True,True
P8Si6,number,38,False,True
P8Te20,number,14,False,True
PS2,number,115,True,False
PS2,number,164,True,False
PS2,number,187,True,False
PSe2,number,115,True,False
PSe2,number,164,True,False
PSe2,number,187,True,False
PTe2,number,115,True,False
PTe2,number,164,True,False
PTe2,number,187,True,False
Pa2As4,number,123,False,True
Pa2N4,number,123,False,True
Pa2P4,number,123,False,True
Pa2Rb2F12,number,51,False,True
Pb,number,123,False,True
Pb12Pd4,number,127,False,True
Pb12Pt4,number,127,False,True
Pb12Rh4,number,127,False,True
Pb2,number,164,False,True
Pb2As2B2H6S6,number,7,True,False
Pb2As2C2F6O6,number,7,True,False
Pb2As2C2F6S6,number,7,True,False
Pb2As2C2H6O6,number,7,True,False
Pb2As2C2H6S6,number,7,True,False
Pb2As2Cl2O6,number,7,True,False
Pb2As2Cl2S6,number,7,True,False
Pb2As2F2O6,number,7,True,False
Pb2As2F2S6,number,7,True,False
Pb2As2F6N2O6,number,7,True,False
Pb2As2H2O6,number,7,True,False
Pb2As2H2S6,number,7,True,False
Pb2As2H6N2S6,number,7,True,False
Pb2As2O6,number,147,True,False
Pb2As2O6,number,162,True,False
Pb2As2O6,number,7,True,False
Pb2As2S6,number,162,True,False
Pb2As2S6,number,26,True,False
Pb2As2Se6,number,162,True,False
Pb2As2Te6,number,162,True,False
Pb2As6,number,164,False,True
Pb2AsO6,number,162,True,False
Pb2AsS6,number,162,True,False
Pb2AsSe6,number,162,True,False
Pb2B2H6O6P2,number,7,True,False
Pb2B2H6O6Sb2,number,7,True,False
Pb2B2H6P2S6,number,7,True,False
Pb2Br2,number,129,True,False
Pb2Br2,number,164,True,False
Pb2Br2C2,number,59,True,False
Pb2Br2Cl2,number,11,False,True
Pb2Br2Cl2,number,129,False,True
Pb2Br2Cl2,number,31,True,False
Pb2Br2F2,number,129,False,True
Pb2Br2I2,number,156,True,False
Pb2Br2N2,number,59,True,False
Pb2Br2O2,number,59,True,False
Pb2Br2S,number,164,True,False
Pb2Br2S2,number,59,True,False
Pb2Br2Se2,number,59,True,False
Pb2Br2Te2,number,59,True,False
Pb2Br3I,number,6,True,False
Pb2Br4,number,11,False,True
Pb2Br4,number,12,True,False
Pb2Br4,number,59,True,False
Pb2Br4O12,number,13,False,True
Pb2Br6,number,1,False,True
Pb2Br8,number,13,False,True
Pb2BrClS2,number,25,True,False
Pb2BrSTe,number,8,True,False
Pb2C2Cl2,number,59,True,False
Pb2C2F2,number,59,True,False
Pb2C2F6O6P2,number,7,True,False
Pb2C2F6O6Sb2,number,7,True,False
Pb2C2F6P2S6,number,7,True,False
Pb2C2F6S6Sb2,number,7,True,False
Pb2C2H6O6P2,number,7,True,False
Pb2C2H6O6Sb2,number,7,True,False
Pb2C2H6P2S6,number,7,True,False
Pb2C2H6S6Sb2,number,7,True,False
Pb2C2N4,number,11,False,True
Pb2C4O8,number,2,False,True
Pb2CO6,number,156,False,True
Pb2Cl2,number,129,True,False
Pb2Cl2,number,164,True,False
Pb2Cl2F2,number,129,False,True
Pb2Cl2F2,number,31,True,False
Pb2Cl2N2,number,59,True,False
Pb2Cl2O2,number,59,True,False
Pb2Cl2O6P2,number,7,True,False
Pb2Cl2O6Sb2,number,7,True,False
Pb2Cl2OS,number,1,True,False
Pb2Cl2P2S6,number,7,True,False
Pb2Cl2S2,number,59,True,False
Pb2Cl2S6Sb2,number,7,True,False
Pb2Cl2Se2,number,59,True,False
Pb2Cl2Te2,number,59,True,False
Pb2Cl4,number,12,True,False
Pb2Cl4,number,59,True,False
Pb2Cl4O8,number,125,False,True
Pb2Cl6,number,1,False,True
Pb2Cl8,number,2,False,True
Pb2ClIS2,number,25,True,False
Pb2F2,number,164,True,False
Pb2F2I2,number,129,False,True
Pb2F2N2,number,59,True,False
Pb2F2O2,number,59,True,False
Pb2F2O6P2,number,7,True,False
Pb2F2O6Sb2,number,7,True,False
Pb2F2P2S6,number,7,True,False
Pb2F2S2,number,59,True,False
Pb2F2S6Sb2,number,7,True,False
Pb2F2Se2,number,59,True,False
Pb2F2Te2,number,59,True,False
Pb2F4,number,59,True,False
Pb2F6,number,1,False,True
Pb2F8,number,125,False,True
Pb2GeI2S,number,6,True,False
Pb2H2,number,164,True,True
Pb2H2O6P2,number,7,True,False
Pb2H2O6Sb2,number,7,True,False
Pb2H2P2S6,number,7,True,False
Pb2H2S6Sb2,number,7,True,False
Pb2H4O4,number,31,False,True
Pb2H6N2O6P2,number,7,True,False
Pb2H6N2O6Sb2,number,7,True,False
Pb2H6N2S6Sb2,number,7,True,False
Pb2H8O8P4,number,125,False,True
Pb2I2,number,12,True,False
Pb2I2,number,129,True,False
Pb2I2N2,number,59,True,False
Pb2I2O2,number,59,True,False
Pb2I2S,number,187,True,False
Pb2I2S2,number,59,True,False
Pb2I2Se2,number,59,True,False
Pb2I2Te2,number,59,True,False
Pb2I4,number,12,True,False
Pb2I4,number,51,True,False
Pb2I4,number,59,True,False
Pb2I6,number,1,False,True
Pb2I8,number,50,False,True
Pb2ISTe,number,8,True,False
Pb2N6,number,164,False,True
Pb2O,number,8,False,True
Pb2O2,number,129,True,True
Pb2O2,number,25,True,False
Pb2O6P,number,162,True,False
Pb2O6P2,number,147,True,False
Pb2O6P2,number,162,True,False
Pb2O6P2,number,7,True,False
Pb2O6Sb,number,162,True,False
Pb2O6Sb2,number,147,True,False
Pb2O6Sb2,number,162,True,False
Pb2O6Sb2,number,7,True,False
Pb2O8S2,number,31,True,False
Pb2O8Se2,number,31,True,False
Pb2O8Te2,number,31,True,False
Pb2P2S6,number,162,True,False
Pb2P2S6,number,26,True,False
Pb2P2Se6,number,162,True,False
Pb2P2Te6,number,162,True,False
Pb2P6,number,164,False,True
Pb2PS6,number,162,True,False
Pb2PSe6,number,162,True,False
Pb2PTe6,number,162,True,False
Pb2Rb2F6,number,11,False,True
Pb2Rb2I6,number,26,False,True
Pb2Ru,number,123,False,True
Pb2S10,number,31,True,False
Pb2S2,number,123,True,False
Pb2S2,number,129,True,True
Pb2S2,number,164,True,False
Pb2S2,number,31,False,True
Pb2S4,number,12,True,False
Pb2S6Sb,number,162,True,False
Pb2S6Sb2,number,162,True,False
Pb2S6Sb2,number,7,True,False
Pb2S8Se2,number,7,True,False
Pb2S8Te2,number,7,True,False
Pb2Sb2Se6,number,162,True,False
Pb2Sb2Te6,number,162,True,False
Pb2Sb6,number,164,False,True
Pb2SbSe6,number,162,True,False
Pb2SbTe6,number,162,True,False
Pb2Se2,number,123,True,False
Pb2Se2,number,129,True,True
Pb2Se2,number,164,True,False
Pb2Se2,number,59,False,True
Pb2Se2,number,6,True,False
Pb2Se4,number,12,True,False
Pb2Se6,number,4,True,False
Pb2Sm,number,123,False,True
Pb2Sn2F8,number,129,False,True
Pb2Sr,number,164,False,True
Pb2Tb,number,123,False,True
Pb2Te2,number,10,True,False
Pb2Te2,number,123,True,False
Pb2Te2,number,129,True,True
Pb2Te2,number,164,True,False
Pb2Te2,number,59,False,True
Pb2Te4,number,12,True,False
Pb2Te6,number,4,True,False
Pb2Th,number,123,False,True
Pb2Tl2As2,number,31,True,False
Pb2Tl2I6,number,162,True,False
Pb2Tl2I6,number,51,False,True
Pb2Tl2P2,number,31,True,False
Pb2V2Cl2O6,number,11,False,True
Pb2V4O12,number,12,False,True
Pb2W2O8,number,13,False,True
Pb2Zr2F12,number,67,False,True
Pb3As4,number,5,False,True
Pb3Br2Se2,number,8,True,False
Pb3Br3S2SbSe,number,1,True,False
Pb3BrITe2,number,8,True,False
Pb3N4,number,156,False,True
Pb3N4,number,5,False,True
Pb3O6,number,5,False,True
Pb3P4,number,5,False,True
Pb3Rh,number,187,False,True
Pb3Sb4,number,5,False,True
Pb3Sc,number,191,False,True
Pb3Se3,number,25,True,False
Pb3V2O8,number,5,False,True
Pb3W,number,191,False,True
Pb3Y,number,191,False,True
Pb4As8,number,26,False,True
Pb4Cl4I4,number,29,True,False
Pb4Ge4S12,number,14,False,True
Pb4N8,number,26,False,True
Pb4O10,number,7,False,True
Pb4O16Se4,number,14,False,True
Pb4O4,number,26,True,False
Pb4O4,number,29,True,False
Pb4O4,number,57,False,True
Pb4O6,number,129,False,True
Pb4O8,number,156,False,True
Pb4P8,number,26,False,True
Pb4Pd6Te4,number,59,False,True
Pb4Rb4F12,number,2,False,True
Pb4S4,number,25,False,True
Pb4S4,number,28,False,True
Pb4S4,number,53,False,True
Pb4S4,number,57,False,True
Pb4Sb8,number,26,False,True
Pb4Se4,number,57,False,True
Pb4Sr2Cl12,number,2,True,False
Pb4Sr2F12,number,2,True,False
Pb4Te4,number,57,False,True
Pb4Ti2,number,129,False,True
Pb4U2,number,2,False,True
Pb4U2O20P4,number,2,False,True
Pb4W4O16,number,14,False,True
Pb4W4O16,number,53,False,True
Pb4Zr2,number,59,False,True
Pb5I6S2,number,12,False,True
Pb5O5,number,157,True,False
Pb5Pr,number,47,False,True
Pb5Sc,number,47,False,True
Pb5Tb,number,47,False,True
Pb5Y,number,47,False,True
Pb6As2,number,191,True,False
Pb6As6,number,12,False,True
Pb6As6,number,2,False,True
Pb6Br16,number,1,False,True
Pb6Cl16,number,1,False,True
Pb6F16,number,1,False,True
Pb6H2,number,164,False,True
Pb6I12,number,12,True,False
Pb6N2,number,191,True,False
Pb6N4,number,59,False,True
Pb6N6,number,12,False,True
Pb6N6,number,2,False,True
Pb6N8,number,38,False,True
Pb6O10Se2,number,26,False,True
Pb6O12S2,number,2,False,True
Pb6O12S2,number,51,False,True
Pb6O16P4,number,13,False,True
Pb6O6,number,147,True,False
Pb6P2,number,191,True,False
Pb6P6,number,12,False,True
Pb6P6,number,2,False,True
Pb6S6,number,25,True,False
Pb6Sb2,number,191,True,False
Pb6Sb6,number,12,False,True
Pb6Sb6,number,2,False,True
Pb6Te6,number,38,True,False
Pb8As8O20,number,14,False,True
Pb8Ge4S16,number,14,False,True
Pb8H4O16S2,number,2,False,True
Pb8I12S8Sb4,number,14,False,True
Pb8O12,number,14,False,True
Pb8O24Se8,number,14,False,True
Pb8Pd2,number,125,False,True
Pb8Pt2,number,125,False,True
Pb8Rh2,number,125,False,True
Pb8S16Si4,number,14,False,True
Pb8Se16Si4,number,14,False,True
Pb9TiO11,number,75,False,True
PbAs2S4,number,164,True,False
PbAs2Se4,number,164,True,False
PbAs2Te4,number,164,True,False
PbAsBr2Se2,number,6,True,False
PbBr2,number,115,True,False
PbBr2,number,164,True,False
PbBr2,number,187,True,True
PbBr2O,number,123,True,False
PbBr2Se,number,1,True,False
PbBr4,number,123,False,True
PbBrIS,number,8,True,False
PbC,number,156,False,True
PbCl2,number,115,True,False
PbCl2,number,164,True,True
PbCl2,number,187,True,True
PbCl2O,number,187,True,False
PbCl4,number,123,True,True
PbF2,number,115,True,False
PbF2,number,164,True,True
PbF2,number,187,True,True
PbF2O2,number,164,True,False
PbF2S2,number,164,True,False
PbF4,number,123,True,True
PbGe,number,156,False,True
PbGeI2,number,8,True,False
PbGeS3,number,1,True,False
PbGeSSe,number,6,True,False
PbH2,number,115,True,False
PbH2O2,number,164,True,False
PbH2S2,number,164,True,False
PbH4,number,123,True,False
PbHOS,number,8,True,False
PbI2,number,115,True,False
PbI2,number,164,True,True
PbI2,number,187,True,False
PbI2Se,number,8,True,False
PbI4,number,123,False,True
PbO,number,156,True,False
PbO2,number,115,True,False
PbO2,number,164,True,False
PbO2,number,187,True,False
PbP2S4,number,164,True,False
PbP2Se4,number,164,True,False
PbP2Te4,number,164,True,False
PbRbO2,number,156,True,False
PbRbS2,number,156,True,False
PbRbSe2,number,156,True,False
PbRbTe2,number,156,True,False
PbS,number,156,True,True
PbS2,number,115,True,True
PbS2,number,164,True,True
PbS2,number,187,True,False
PbS4Sb2,number,164,True,False
PbSb2Se4,number,164,True,False
PbSb2Te4,number,164,True,True
PbSb3,number,187,False,True
PbSc2,number,164,False,True
PbSe,number,156,True,True
PbSe2,number,115,True,True
PbSe2,number,164,True,True
PbSe2,number,187,True,False
PbSeTe,number,8,True,False
PbSi,number,156,False,True
PbSn,number,156,False,True
PbSnBr2O2,number,99,True,False
PbSnBr2S,number,156,True,False
PbSnI2S2Se,number,6,True,False
PbSnSe2,number,6,True,False
PbSr3,number,99,False,True
PbSrBrS,number,8,True,False
PbSrO2,number,1,True,False
PbSrO8S2,number,8,True,False
PbTaF7,number,6,False,True
PbTb2,number,164,False,True
PbTe,number,156,True,True
PbTe2,number,115,True,True
PbTe2,number,164,True,True
PbTe2,number,187,True,False
PbTiO3,number,99,False,True
PbVO3,number,99,False,True
PbWO4,number,35,True,False
PbWS4,number,35,True,False
PbY2,number,164,False,True
Pd17S32,number,1,True,False
Pd17Se32,number,1,True,False
Pd18S32,number,1,True,False
Pd18Se32,number,1,True,False
Pd19S32,number,1,True,False
Pd19Se32,number,1,True,False
Pd2As2O6,number,162,True,False
Pd2As2O7,number,1,True,False
Pd2As2S5,number,8,True,False
Pd2As2S6,number,12,True,False
Pd2As2S7,number,6,True,False
Pd2As2Se5,number,8,True,False
Pd2As2Se6,number,12,True,False
Pd2As2Te5,number,8,True,False
Pd2As2Te6,number,12,True,False
Pd2As4,number,11,False,True
Pd2AsS2,number,187,True,False
Pd2AsSe2,number,187,True,False
Pd2AsTe2,number,187,True,False
Pd2B,number,187,False,True
Pd2Br2,number,129,True,False
Pd2Br2,number,164,True,False
Pd2Br2Cl4,number,1,True,False
Pd2Br2F2,number,59,True,False
Pd2Br2F2,number,7,True,False
