formula,symmetry_type,symmetry_value,in_c2db,in_2dmatpedia_final
Cr2Sb2Te6,number,157,True,False
Cr2Sb2Te6,number,162,True,False
Cr2Sb4,number,10,False,True
Cr2Se2,number,129,True,True
Cr2Se2,number,164,True,False
Cr2Se2,number,25,True,False
Cr2Se3,number,187,True,False
Cr2Se4,number,11,True,True
Cr2Se4,number,127,True,False
Cr2Se6,number,59,True,False
Cr2Se6Si2,number,162,True,False
Cr2SeTe,number,8,True,False
Cr2Si2Te6,number,162,True,True
Cr2Sn2S6,number,162,True,False
Cr2Sn2Se6,number,162,True,False
Cr2Sn2Te6,number,162,True,False
Cr2Sr3O5S2,number,123,False,True
Cr2Sr4O6S2,number,59,False,True
Cr2Ta2S10,number,11,True,False
Cr2Ta2Se10,number,11,True,False
Cr2Ta2Te10,number,11,True,False
Cr2Ta3Br4CN3,number,1,True,False
Cr2Ta4O12,number,12,True,False
Cr2Ta4O16,number,13,False,True
Cr2Ta4S12,number,12,True,False
Cr2Te2,number,123,True,False
Cr2Te2,number,129,True,True
Cr2Te2,number,164,True,False
Cr2Te2,number,25,True,False
Cr2Te4,number,11,True,True
Cr2Te4,number,127,True,False
Cr2Te6,number,11,True,False
Cr2Te6,number,59,True,False
Cr2W2O10,number,85,True,False
Cr2W2O8,number,25,True,False
Cr2W2S8,number,25,True,False
Cr2W2Se8,number,25,True,False
Cr2W2Te8,number,25,True,False
Cr2WBrIS6Sb,number,1,True,False
Cr2Zn2F10,number,13,False,True
Cr2Zn4N4,number,12,False,True
Cr3As2,number,12,False,True
Cr3B2Cl2,number,187,True,False
Cr3B2F2S2,number,187,True,False
Cr3B2O2,number,187,True,False
Cr3B2S2,number,187,True,False
Cr3Br2ClO4,number,1,True,False
Cr3Br3ClOS2,number,1,True,False
Cr3C2,number,187,True,False
Cr3C2Cl2,number,187,True,False
Cr3C2F2,number,187,True,False
Cr3C2F2S2,number,187,True,False
Cr3C2H2O2,number,187,True,False
Cr3C2H2S2,number,187,True,False
Cr3C2O2,number,187,True,False
Cr3C2S2,number,187,True,False
Cr3Cl2O4,number,12,True,False
Cr3ClIN3,number,8,True,False
Cr3F2N2,number,187,True,False
Cr3H2N2,number,187,True,False
Cr3H2N2O2,number,187,True,False
Cr3H2N2S2,number,187,True,False
Cr3Li2C6O18,number,2,False,True
Cr3Li2O6,number,143,False,True
Cr3Li8O12Te,number,3,False,True
Cr3MoCl4N2O2,number,1,True,False
Cr3MoO8,number,25,True,False
Cr3MoS8,number,25,True,False
Cr3MoSe8,number,25,True,False
Cr3MoTe8,number,25,True,False
Cr3N2,number,187,True,False
Cr3N2,number,5,False,True
Cr3N2O2,number,187,True,False
Cr3N2S2,number,187,True,False
Cr3NiBrCl2SSe3,number,1,True,False
Cr3O16Sb5,number,8,False,True
Cr3O8,number,10,False,True
Cr3O8,number,12,False,True
Cr3O8,number,164,False,True
Cr3O8,number,2,False,True
Cr3O8,number,8,False,True
Cr3O9,number,157,False,True
Cr3RuClO7,number,1,True,False
Cr3S4,number,164,True,True
Cr3Se4,number,164,True,True
Cr3Se6,number,157,True,False
Cr3TaSe4,number,111,True,False
Cr3Te4,number,164,True,True
Cr3Te6,number,157,True,False
Cr3WO8,number,25,True,False
Cr3WS8,number,25,True,False
Cr3WSe8,number,25,True,False
Cr3WTe8,number,25,True,False
Cr3Zn2O8,number,10,False,True
Cr4B3Cl2,number,164,True,False
Cr4B3F2S2,number,164,True,False
Cr4B3H2O2,number,164,True,False
Cr4B3H2S2,number,164,True,False
Cr4B3O2,number,164,True,False
Cr4C3,number,164,True,False
Cr4C3Cl2,number,164,True,False
Cr4C3F2,number,164,True,False
Cr4C3F2S2,number,164,True,False
Cr4C3H2O2,number,164,True,False
Cr4C3H2S2,number,164,True,False
Cr4C3O2,number,164,True,False
Cr4C3S2,number,164,True,False
Cr4Cl2N3,number,164,True,False
Cr4F12S4,number,14,True,False
Cr4F2N3,number,164,True,False
Cr4F2N3S2,number,164,True,False
Cr4F8O8,number,14,False,True
Cr4Ga2Sr4O14,number,26,False,True
Cr4H12O4,number,14,True,False
Cr4H2N3,number,164,True,False
Cr4H2N3O2,number,164,True,False
Cr4H2N3S2,number,164,True,False
Cr4H4O8,number,14,False,True
Cr4K4Cl4O12,number,14,False,True
Cr4K4I4O24,number,14,False,True
Cr4Li2O10,number,59,True,False
Cr4Li2O13,number,5,False,True
Cr4Li4O14,number,2,False,True
Cr4Mg2O10,number,59,False,True
Cr4N3,number,164,True,False
Cr4N3O2,number,164,True,False
Cr4Na2O10,number,59,True,False
Cr4Na2S10,number,31,True,False
Cr4O10,number,59,True,True
Cr4O12,number,7,False,True
Cr4O20P4,number,2,False,True
Cr4O8,number,162,True,False
Cr4P4S12,number,11,True,False
Cr4Rb4Cl4O12,number,14,False,True
Cr4S10,number,11,True,False
Cr4S10,number,59,True,True
Cr4S4,number,57,True,False
Cr4S6,number,164,True,False
Cr4S6,number,187,True,False
Cr4S8,number,162,True,False
Cr4Zn2O10,number,59,False,True
Cr4Zn2S10,number,59,False,True
Cr6Cl2O16Se4,number,11,False,True
Cr6O14,number,31,False,True
Cr8Li4O26,number,18,False,True
Cr8Mg2O18,number,85,False,True
Cr8O18,number,85,False,True
Cr8S24,number,14,False,True
Cr8Se16,number,13,True,False
Cr8Se24,number,14,False,True
Cr8Te24,number,53,False,True
Cr8Zn2O18,number,85,False,True
Cr9Te16,number,164,True,False
CrAs2,number,164,True,False
CrAs2,number,187,True,False
CrAsBrISSb,number,8,True,False
CrAsSb,number,156,True,False
CrB4ClF4S6,number,2,True,False
CrB4ClH4O6,number,1,True,False
CrB4ClH4S6,number,2,True,False
CrB4F5S6,number,2,True,False
CrB4FH4O6,number,2,True,False
CrB4FH4S6,number,2,True,False
CrB4H5O6,number,2,True,False
CrB4H5S6,number,2,True,False
CrBr2,number,115,True,False
CrBr2,number,12,False,True
CrBr2,number,164,True,False
CrBr2,number,187,True,False
CrBr2O,number,47,True,False
CrBr2S,number,123,True,False
CrBr2S,number,47,True,False
CrBr2Sb,number,12,True,False
CrBr2Se,number,47,True,False
CrBr5,number,10,False,True
CrBrCl,number,156,True,False
CrBrClO,number,25,True,False
CrBrF,number,156,True,False
CrBrGeISSe,number,25,True,False
CrBrI,number,156,True,False
CrBrIS,number,8,True,False
CrBrIS2Si,number,25,True,False
CrBrS,number,156,True,False
CrBrSe,number,156,True,False
CrBrTe,number,156,True,False
CrC3,number,187,False,True
CrC4ClF4S6,number,2,True,False
CrC4ClH4O6,number,2,True,False
CrC4ClH4S6,number,1,True,False
CrC4F5S6,number,2,True,False
CrC4FH4O6,number,2,True,False
CrC4FH4S6,number,2,True,False
CrC4H5O6,number,2,True,False
CrC4H5S6,number,1,True,False
CrCl,number,6,True,False
CrCl2,number,115,True,False
CrCl2,number,12,False,True
CrCl2,number,164,True,False
CrCl2,number,187,True,False
CrCl2O,number,47,True,False
CrCl2S,number,47,True,False
CrCl5,number,6,False,True
CrClF,number,156,True,False
CrClI,number,156,True,False
CrClIO,number,25,True,False
CrClNS,number,6,True,False
CrClS,number,156,True,False
CrClSe,number,156,True,False
CrClTe,number,156,True,False
CrCu4Cl5O6,number,1,True,False
CrCuAs2S6,number,5,True,False
CrCuAs2Se6,number,5,True,False
CrCuAs2Te6,number,5,True,False
CrCuBr2S2,number,8,True,False
CrCuBr2Se2,number,6,True,False
CrCuBrISe3,number,1,True,False
CrCuBrSe2Te,number,3,True,False
CrCuBrTe,number,8,True,False
CrCuI6,number,149,True,False
CrCuMnI4S2,number,1,True,False
CrCuP2Se6,number,5,True,False
CrCuP2Te6,number,5,True,False
CrCuS2,number,156,True,False
CrCuS6Sb2,number,143,True,False
CrCuSb2Se6,number,143,True,False
CrCuSb2Te6,number,143,True,False
CrCuSe2,number,156,True,True
CrCuTaBrINS2,number,6,True,False
CrCuTe2,number,156,True,False
CrCuWBr2Cl2N3,number,1,True,False
CrF2,number,115,True,False
CrF2,number,12,False,True
CrF2,number,164,True,False
CrF2,number,187,True,False
CrF2O,number,47,True,False
CrF2O2,number,164,True,False
CrF2S,number,47,True,False
CrF2S2,number,164,True,False
CrF3,number,47,True,False
CrF5,number,10,False,True
CrFHO,number,8,True,False
CrFI,number,156,True,False
CrFO2,number,156,True,False
CrFS2,number,156,True,False
CrFeGaBrHO5,number,1,True,False
CrGa2O4,number,164,True,False
CrGa2S4,number,164,True,True
CrGa2Se4,number,164,True,False
CrGa2Te4,number,164,True,False
CrGe3,number,191,False,True
CrGeTe2,number,8,True,False
CrH2,number,187,True,False
CrH2O2,number,164,True,False
CrH2S2,number,164,True,False
CrH5N4O6,number,1,True,False
CrHO2,number,156,True,True
CrHS2,number,156,True,False
CrHfMnNbSe2Te2,number,6,True,False
CrHfMoVS2Se6,number,1,True,False
CrI2,number,115,True,False
CrI2,number,12,False,True
CrI2,number,164,True,False
CrI2,number,187,True,False
CrI2O,number,47,True,False
CrI2S,number,47,True,False
CrI2Se,number,47,True,False
CrI5,number,65,False,True
CrIS,number,156,True,False
CrISe,number,156,True,False
CrITe,number,156,True,False
CrIn2O4,number,164,True,False
CrIn2S4,number,164,True,False
CrIn2Se4,number,164,True,False
CrIn2Te4,number,164,True,False
CrLi2,number,187,True,False
CrLi2O13P4,number,1,False,True
CrLi2O8P2,number,147,False,True
CrLiMoTaBr2S2,number,6,True,False
CrLiNiITe,number,8,True,False
CrLiO2,number,156,False,True
CrLiS2,number,156,True,False
CrMn2O6,number,12,False,True
CrMn2O6,number,162,False,True
CrMn3Br3OS2Se,number,1,True,False
CrMn3O8,number,164,False,True
CrMnBr2I2S2,number,8,True,False
CrMnBrIS4,number,1,True,False
CrMnI5Te,number,1,True,False
CrMnSe2,number,156,True,False
CrMnTaClI3S3,number,1,True,False
CrMnTe2,number,99,True,False
CrMo3O8,number,25,True,False
CrMo3S8,number,25,True,False
CrMo3Se8,number,25,True,False
CrMo3Te8,number,25,True,False
CrMoBrClO2,number,8,True,False
CrMoBrIO2,number,25,True,False
CrMoBrSSe3Te,number,1,True,False
CrMoCl3IO,number,1,True,False
CrMoCl6,number,65,True,False
CrMoF6,number,10,True,False
CrMoH6,number,10,True,False
CrMoVBrClO3,number,1,True,False
CrNbCl6,number,123,True,False
CrNbF6,number,123,True,False
CrNiF5,number,10,True,False
CrNiS2,number,115,True,False
CrNiS4,number,10,True,False
CrNiSe2,number,8,True,False
CrO2,number,115,True,False
CrO2,number,12,False,True
CrO2,number,164,True,False
CrO2,number,187,True,False
CrO2,number,191,False,True
CrO3,number,187,False,True
CrO3,number,6,False,True
CrO4Sb,number,10,False,True
CrO8P2,number,2,False,True
CrOS,number,156,True,False
CrOSe,number,156,True,False
CrOTe,number,156,True,False
CrOsBrNTe,number,6,True,False
CrOsWCl3S4,number,1,True,False
CrP2,number,164,True,False
CrP2,number,187,True,False
CrP2S7,number,5,False,True
CrPb3,number,191,False,True
CrReV2S8,number,1,True,False
CrRhBrClS2,number,25,True,False
CrRhS2,number,99,True,False
CrRuCl2O2,number,25,True,False
CrS2,number,115,True,False
CrS2,number,164,True,True
CrS2,number,187,True,False
CrSSe,number,156,True,False
CrSTe,number,156,True,False
CrSb2,number,164,True,False
CrSb2,number,187,True,False
CrSe2,number,115,True,False
CrSe2,number,164,True,True
CrSe2,number,187,True,False
CrSeTe,number,156,True,False
CrSi3,number,191,False,True
CrSn3,number,191,False,True
CrTa2TiBr2SSe,number,1,True,False
CrTaCl6,number,123,True,False
CrTaClIN2,number,25,True,False
CrTaF6,number,123,True,False
CrTaH6,number,123,True,False
CrTaI2N,number,156,True,False
CrTaTe2,number,156,True,False
CrTe2,number,115,True,False
CrTe2,number,164,True,False
CrTe2,number,187,True,False
CrTe3,number,156,True,False
CrTiBr2ISe,number,6,True,False
CrTiBrIO2,number,25,True,False
CrTiCl2N2,number,25,True,False
CrTiGe2I4,number,65,True,False
CrTiV2O10,number,115,False,True
CrV3O10,number,115,False,True
CrVBr2NO,number,6,True,False
CrVBrIS2,number,25,True,False
CrVBrSe,number,25,True,False
CrVCl2N2,number,99,True,False
CrVNSSe,number,25,True,False
CrVSeTe,number,25,True,False
CrW2O8,number,2,False,True
CrW3O8,number,25,True,False
CrW3S8,number,25,True,False
CrW3Se8,number,25,True,False
CrW3Te8,number,25,True,False
CrWCl6,number,65,True,False
CrWH6,number,65,True,False
CrWS2SeTe,number,8,True,False
CrYF5,number,47,False,True
Cs,number,191,True,False
Cs2B2F6O2S6,number,1,True,False
Cs2B2H6O6Te2,number,4,True,False
Cs2B2S6,number,11,True,False
Cs2Br2,number,129,True,False
Cs2Br2Cl8,number,127,True,False
Cs2Br2F8,number,127,True,False
Cs2Br2O6,number,11,True,False
Cs2Br2S6,number,11,True,False
Cs2C2Cl6O6S2,number,4,True,False
Cs2C2Cl6O6Se2,number,4,True,False
Cs2C2Cl6O6Te2,number,4,True,False
Cs2C2Cl6S6Se2,number,4,True,False
Cs2C2Cl6S6Te2,number,4,True,False
Cs2C2Cl6S8,number,2,True,False
Cs2C2F6O6S2,number,4,True,False
Cs2C2F6O6Se2,number,4,True,False
Cs2C2F6O6Te2,number,4,True,False
Cs2C2F6O8,number,11,True,False
Cs2C2F6S8,number,4,True,False
Cs2C2H2O6,number,4,True,False
Cs2C2H2S6,number,4,True,False
Cs2C2H6O6S2,number,4,True,False
Cs2C2H6O6Se2,number,4,True,False
Cs2C2H6O6Te2,number,4,True,False
Cs2C2H6O8,number,11,True,False
Cs2C2H6S6Se2,number,1,True,False
Cs2C2H6S8,number,4,True,False
Cs2C2O6,number,11,True,False
Cs2C2S6,number,11,True,False
Cs2C4F6S6,number,2,True,False
Cs2C4H6O6,number,2,True,False
Cs2C4H6S6,number,2,True,False
Cs2C6F6O6,number,4,True,False
Cs2C6F6S6,number,4,True,False
Cs2C6H6O6,number,4,True,False
Cs2C6H6S6,number,4,True,False
Cs2C6N6Se6,number,13,True,False
Cs2Cl10,number,127,True,False
Cs2Cl2,number,129,True,False
Cs2Cl2F8,number,127,True,False
Cs2Cl2O6,number,11,True,False
Cs2Cl2S6,number,11,True,False
Cs2Cl6N2O6S2,number,4,True,False
Cs2Cl6N2O6Se2,number,4,True,False
Cs2Cl6N2O6Te2,number,4,True,False
Cs2Cl8I2,number,127,True,False
Cs2F2,number,129,True,False
Cs2F2H6O6P2,number,2,True,False
Cs2F2N2S6,number,4,True,False
Cs2F6N2O6S2,number,4,True,False
Cs2F6N2O6Se2,number,4,True,False
Cs2F8I2,number,127,True,False
Cs2H6N2O6Se2,number,1,True,False
Cs2H6N2O6Te2,number,1,True,False
Cs2H8I2,number,127,True,False
Cs2Hg4Br6O6S2,number,31,True,False
Cs2Hg4Br6O6Se2,number,31,True,False
Cs2Hg4Br6O6Te2,number,31,True,False
Cs2Hg4Br6O8,number,31,True,False
Cs2Hg4Br6S6Se2,number,31,True,False
Cs2Hg4Br6S6Te2,number,31,True,False
Cs2Hg4Br6S8,number,31,True,False
Cs2Hg4Cl6O6S2,number,31,True,False
Cs2Hg4Cl6O6Se2,number,31,True,False
Cs2Hg4Cl6O6Te2,number,31,True,False
Cs2Hg4Cl6O8,number,31,True,False
Cs2Hg4Cl6S6Se2,number,31,True,False
Cs2Hg4Cl6S6Te2,number,31,True,False
Cs2Hg4Cl6S8,number,31,True,False
Cs2Hg4F6O6S2,number,31,True,False
Cs2Hg4F6O6Se2,number,31,True,False
Cs2Hg4F6O6Te2,number,31,True,False
Cs2Hg4F6S6Se2,number,31,True,False
Cs2Hg4F6S8,number,31,True,False
Cs2Hg4I6O6S2,number,31,True,False
Cs2Hg4I6O6Se2,number,31,True,False
Cs2Hg4I6O6Te2,number,31,True,False
Cs2Hg4I6O8,number,31,True,False
Cs2Hg4I6S6Te2,number,31,True,False
Cs2I2,number,129,True,False
Cs2I2O6,number,11,True,False
Cs2I2S6,number,11,True,False
Cs2Mg2P2,number,129,True,False
Cs2N2O6,number,11,True,False
Cs2N2S6,number,1,True,False
Cs2N2S6,number,11,True,False
Cs2Na2Se2,number,129,True,False
Cs2Na2Te2,number,129,True,False
Cs2Os2Br8C2O4,number,59,True,False
Cs2Os2Br8N2O4,number,31,True,False
Cs2Os2C2Cl8O4,number,59,True,False
Cs2Os2C2I8O4,number,59,True,False
Cs2Os2C2I8S4,number,7,True,False
Cs2Os2Cl10N2O2,number,11,True,False
Cs2Os2Cl10N2S2,number,11,True,False
Cs2Os2F10N2O2,number,11,True,False
Cs2Os2F10N2S2,number,11,True,False
Cs2Os2I8N2S4,number,7,True,False
Cs2Ru2Br8C2O4,number,59,True,False
Cs2Ru2Br8N2O4,number,31,True,False
Cs2Ru2C2Cl8O4,number,59,True,False
Cs2Ru2C2I8O4,number,59,True,False
Cs2Ru2Cl10N2O2,number,11,True,False
Cs2Ru2Cl8N2O4,number,31,True,False
Cs2Ru2F10N2O2,number,11,True,False
Cs2Ru2F10N2S2,number,11,True,False
Cs2Ru2I8N2O4,number,7,True,False
Cs2Tl2,number,129,True,False
Cs2Tl2S2,number,7,True,False
Cs2Zn2P2,number,129,True,False
Cs3Br3,number,123,True,False
Cs4Cu4Se4,number,51,True,False
Cs4Hg2Br8,number,11,True,False
Cs4Hg2Cl8,number,11,True,False
Cs4Hg2F8,number,11,True,False
Cs4Hg2I8,number,11,True,False
Cs4S2,number,164,True,False
Cs6As2,number,47,True,False
Cs6F6,number,123,True,False
CsBr2,number,25,True,False
CsC2I3N2,number,25,True,False
CsF2,number,123,True,False
CsGeO2,number,156,True,False
CsGeS2,number,156,True,False
CsGeSe2,number,156,True,False
CsGeTe2,number,156,True,False
CsI2,number,25,True,False
CsO2,number,115,True,False
CsO2,number,38,True,False
CsPbO2,number,156,True,False
CsPbS2,number,156,True,False
CsPbSe2,number,156,True,False
CsPbTe2,number,156,True,False
CsSnO2,number,156,True,False
CsSnS2,number,156,True,False
CsSnSe2,number,156,True,False
CsSnTe2,number,156,True,False
CsTiO2,number,156,True,False
CsTiS2,number,156,True,False
CsTiSe2,number,156,True,False
CsTiTe2,number,156,True,False
Cu12S6,number,1,True,False
Cu2As2O4,number,26,True,False
Cu2As2O6,number,12,True,False
Cu2As2O6,number,162,True,True
Cu2As2S4,number,26,True,False
Cu2As2S6,number,12,True,False
Cu2As2S6,number,162,True,False
Cu2As2Se4,number,26,True,False
Cu2As2Se6,number,162,True,False
Cu2As2Se6,number,2,True,False
Cu2As2Te4,number,26,True,False
Cu2As2Te6,number,162,True,False
Cu2As4Br2S3,number,6,True,False
Cu2As4Br2Se3,number,6,True,False
Cu2As4Br2Te3,number,6,True,False
Cu2As4Cl2S3,number,6,True,True
Cu2As4Cl2Se3,number,6,True,False
Cu2As4Cl2Te3,number,6,True,False
Cu2As4F2S3,number,6,True,False
Cu2As4F2Se3,number,6,True,False
Cu2As4F2Te3,number,6,True,False
Cu2As4I2S3,number,6,True,False
Cu2As4I2Se3,number,6,True,False
Cu2As4I2Te3,number,6,True,False
Cu2As4S12,number,12,True,False
Cu2B2Br2O2,number,31,True,False
Cu2B2Br2S2,number,31,True,False
Cu2B2Cl2S2,number,31,True,False
Cu2B2F2O2,number,31,True,False
Cu2B2F2S2,number,31,True,False
Cu2B2I2O2,number,31,True,False
Cu2B2I2S2,number,31,True,False
Cu2B4Br2H4N2,number,2,True,False
Cu2B4Cl2F4N2,number,2,True,False
Cu2B4Cl2H4N2,number,2,True,False
Cu2B4F4I2N2,number,2,True,False
Cu2B4H4I2N2,number,2,True,False
Cu2Br2,number,129,True,True
Cu2Br2,number,164,True,True
Cu2Br2,number,51,False,True
Cu2Br2,number,67,True,False
Cu2Br2C2O2,number,31,True,False
Cu2Br2C2S2,number,31,True,False
Cu2Br2C4F4N2,number,2,True,False
Cu2Br2C4H4N2,number,2,True,False
Cu2Br2C6F8N2,number,2,True,False
Cu2Br2C6H4,number,2,True,False
Cu2Br2C6H8N2,number,2,True,False
Cu2Br2C8H8,number,2,True,False
Cu2Br2F2,number,13,True,False
Cu2Br2GeO2,number,6,True,False
Cu2Br2H12N4,number,13,False,True
Cu2Br2H4N6,number,2,True,False
Cu2Br2I,number,164,True,False
Cu2Br2I2,number,28,True,False
Cu2Br2N2,number,59,True,False
Cu2Br2N2O2,number,31,True,False
Cu2Br2N2S2,number,31,True,False
Cu2Br2O2,number,59,True,False
Cu2Br2O4,number,17,True,True
Cu2Br2P4S3,number,6,True,False
Cu2Br2P4Se3,number,6,True,False
Cu2Br2P4Te3,number,6,True,False
Cu2Br2S2,number,59,True,False
Cu2Br2S3Sb4,number,6,True,False
Cu2Br2S4,number,17,True,False
Cu2Br2Sb4Se3,number,6,True,False
Cu2Br2Sb4Te3,number,6,True,False
Cu2Br2Se2,number,59,True,False
Cu2Br2Se4,number,17,True,True
Cu2Br2Te2,number,59,True,False
Cu2Br2Te4,number,17,True,True
Cu2Br3,number,3,True,False
Cu2Br3I3,number,1,True,False
Cu2Br4,number,14,True,True
Cu2Br4,number,7,True,False
Cu2Br4O12,number,4,True,False
Cu2Br6,number,162,True,False
Cu2Br6,number,189,True,False
Cu2BrCl2,number,164,True,False
Cu2BrClO2,number,25,True,False
Cu2BrClS2,number,8,True,False
Cu2BrIS,number,25,True,False
Cu2BrISeTe,number,1,True,False
Cu2C2Cl2O2,number,31,True,True
Cu2C2Cl2S2,number,31,True,False
Cu2C2F2O2,number,31,True,False
Cu2C2F2S2,number,31,True,False
Cu2C2H4I2N4,number,2,True,False
Cu2C2I2O2,number,31,True,False
Cu2C2I2S2,number,31,True,False
Cu2C2N4,number,51,True,True
Cu2C4Cl2F4N2,number,2,True,False
Cu2C4Cl2H4N2,number,2,True,False
Cu2C4F4I2N2,number,2,True,False
Cu2C4F4O8,number,14,True,False
Cu2C4F4S8,number,14,True,False
Cu2C4H4I2N2,number,2,True,False
Cu2C4H4O8,number,14,True,True
Cu2C4H4S8,number,14,True,False
Cu2C6Cl2F4,number,12,True,False
Cu2C6Cl2F8N2,number,2,True,False
Cu2C6Cl2H4,number,2,True,False
Cu2C6Cl2H8N2,number,2,True,False
Cu2C6F8I2N2,number,2,True,False
Cu2C6H4I2,number,2,True,False
Cu2C6H8I2N2,number,2,True,False
Cu2C8Cl2H8,number,2,True,False
Cu2C8H8I2,number,2,True,False
Cu2Cl2,number,129,True,False
Cu2Cl2,number,164,True,True
Cu2Cl2,number,39,True,False
Cu2Cl2,number,51,False,True
Cu2Cl2,number,67,True,True
Cu2Cl2F2,number,7,True,False
Cu2Cl2H4N6,number,2,True,False
Cu2Cl2I,number,164,True,False
Cu2Cl2I4,number,1,True,False
Cu2Cl2N2,number,59,True,False
Cu2Cl2N2O2,number,31,True,False
Cu2Cl2N2S2,number,31,True,False
Cu2Cl2O2,number,59,True,False
Cu2Cl2O4,number,17,True,True
Cu2Cl2OSe,number,1,True,False
Cu2Cl2P4S3,number,6,True,False
Cu2Cl2P4Se3,number,6,True,False
Cu2Cl2P4Te3,number,6,True,False
Cu2Cl2S2,number,59,True,False
Cu2Cl2S3Sb4,number,6,True,False
Cu2Cl2S4,number,17,True,False
Cu2Cl2Sb4Se3,number,6,True,False
Cu2Cl2Sb4Te3,number,6,True,False
Cu2Cl2Se2,number,59,True,False
Cu2Cl2Se4,number,17,True,True
Cu2Cl2Te2,number,59,True,False
Cu2Cl2Te4,number,17,True,True
Cu2Cl3I2Se,number,1,True,False
Cu2Cl3Se,number,1,True,False
Cu2Cl4,number,14,True,True
Cu2Cl4O12,number,4,True,False
Cu2Cl6,number,162,True,False
Cu2Cl6,number,191,True,False
Cu2ClISSe,number,1,True,False
Cu2DyS2,number,164,False,True
Cu2F2,number,129,True,False
Cu2F2,number,164,True,True
Cu2F2,number,51,False,True
Cu2F2,number,67,False,True
Cu2F2I2,number,31,True,False
Cu2F2I2,number,59,True,False
Cu2F2N2O2,number,31,True,False
Cu2F2N2S2,number,31,True,False
Cu2F2O2,number,59,True,False
Cu2F2O3Sb4,number,6,True,False
Cu2F2O4,number,17,True,True
Cu2F2O4,number,31,False,True
Cu2F2P4S3,number,6,True,False
Cu2F2P4Se3,number,6,True,False
Cu2F2P4Te3,number,6,True,False
Cu2F2S2,number,59,True,False
Cu2F2S3Sb4,number,6,True,False
Cu2F2S4,number,4,True,False
Cu2F2Sb4Se3,number,6,True,False
Cu2F2Sb4Te3,number,6,True,False
Cu2F2Se2,number,59,True,False
Cu2F2Se4,number,4,True,False
Cu2F2Te2,number,59,True,False
Cu2F2Te4,number,4,True,False
Cu2F4,number,14,True,True
Cu2F4,number,51,True,False
Cu2F6,number,162,True,False
Cu2F6,number,191,True,False
Cu2F6,number,47,True,False
Cu2Fe2Cl6,number,162,True,False
Cu2Fe2I6,number,162,True,False
Cu2Fe4S7,number,25,False,True
Cu2FeClIO2,number,8,True,False
Cu2Ga4Cl16,number,14,False,True
Cu2GaMnBr2Cl3Se3,number,1,True,False
Cu2Ge2O6,number,51,True,False
Cu2Ge2S6,number,51,True,False
Cu2Ge4P6,number,6,False,True
Cu2H2,number,129,True,False
Cu2H2,number,164,True,False
Cu2H2O4,number,31,False,True
Cu2H4,number,164,True,False
Cu2H4I2N6,number,2,True,False
Cu2H4O10S2,number,2,True,True
Cu2H4O10Se2,number,2,True,True
Cu2H4O12Se4,number,14,False,True
Cu2H4O4,number,31,False,True
Cu2H8I4O16,number,14,False,True
Cu2Hf2,number,129,False,True
Cu2Hf4Ge8,number,129,False,True
Cu2Hg2Br2S2,number,26,True,False
Cu2Hg2Br2Se2,number,26,True,False
Cu2Hg2Br2Te2,number,26,True,False
Cu2Hg2Br6,number,162,True,False
Cu2Hg2Cl2S2,number,26,True,False
Cu2Hg2Cl2Se2,number,26,True,True
Cu2Hg2Cl2Te2,number,26,True,False
Cu2Hg2Cl6,number,162,True,False
Cu2Hg2F2S2,number,26,True,False
Cu2Hg2F2Se2,number,26,True,False
Cu2Hg2F2Te2,number,26,True,False
Cu2Hg2I2S2,number,26,True,False
Cu2Hg2I2Se2,number,26,True,False
Cu2Hg2I2Te2,number,26,True,False
Cu2Hg2I6,number,162,True,False
Cu2HgI4,number,10,False,True
Cu2HoS2,number,164,False,True
Cu2I2,number,129,True,True
Cu2I2,number,164,True,True
Cu2I2,number,51,False,True
Cu2I2N2,number,59,True,False
Cu2I2N2O2,number,31,True,False
Cu2I2N2S2,number,31,True,False
Cu2I2O,number,12,True,False
Cu2I2O2,number,59,True,False
Cu2I2O4,number,17,True,False
Cu2I2P4S3,number,6,True,False
Cu2I2P4Se3,number,6,True,False
Cu2I2P4Te3,number,6,True,False
Cu2I2PSSe,number,1,True,False
Cu2I2S2,number,59,True,False
Cu2I2S2Te,number,25,True,False
Cu2I2S3Sb4,number,6,True,False
Cu2I2S4,number,17,True,False
Cu2I2Sb4Se3,number,6,True,False
Cu2I2Sb4Te3,number,6,True,False
Cu2I2Se,number,5,True,False
Cu2I2Se2,number,59,True,False
Cu2I2Se4,number,17,True,False
Cu2I2Te2,number,59,True,False
Cu2I2Te4,number,17,True,True
Cu2I3,number,3,True,False
Cu2I4,number,1,True,False
Cu2I4,number,12,True,True
Cu2I4O12,number,11,False,True
Cu2I4O12,number,4,True,True
Cu2I5,number,157,True,False
Cu2I6,number,162,True,False
Cu2I6,number,189,True,False
Cu2IOTe,number,1,True,False
Cu2ISTe,number,1,True,False
Cu2In2Mo4O16,number,13,False,True
Cu2Ir2Br4O6,number,1,True,False
Cu2IrBr2I2S,number,5,True,False
Cu2K2S2,number,51,True,False
Cu2K2Se2,number,51,True,False
Cu2Li2Br6,number,162,True,False
Cu2Li2C2O6,number,2,False,True
Cu2Li2C2O6,number,51,False,True
Cu2Li2F8,number,7,False,True
Cu2Li2I6,number,162,True,False
Cu2Li2O12P4,number,13,False,True
Cu2Li2O18P6,number,2,False,True
Cu2Li2O2,number,51,False,True
